id,date,num_injured,description,location_id,accident_category_id,ride_id
1006013,2014-06-30,1,"Patron called to report that while riding the coaster, it stopped suddenly and she struck the side of her ribs on the lap bar.",33,4,97
1003003,2014-06-30,1,Pt was on the helicopter ride when the ride came to a complete stop she attempted to exit the ride and slipped out landing on her right wrist,36,0,245
1008432,2014-07-01,1,Patron stated she felt her back crack while riding.,1,1,7
1008204,2014-07-01,1,"A man was riding in the front of the train. The front coaches have an arm bar in front to hold onto. At some point during the ride, the door came unlatched and swung open, hitting the fencing or pole, then popped back and hit the man in the arm. Park stated that the front arm bar, when pushed on, will unlatch the doors of the train. It is spring loaded and is a fluke they noticed when the accident occurred. They will modify the ride to correct this.",27,14,103
1008203,2014-07-01,1,"Patron was riding in the last car of the red train. After the first drop, the ride turns toward the left and the patron hit her head on the cart.",13,4,29
1006015,2014-07-01,1,"Patron states that when her boat arrived at the splash pool, she heard a pop in the back of her neck.",33,1,176
1006014,2014-07-01,1,"Patron states that while on the coaster, the ride came to a stop, causing pain. The ride was stopped on the lower lift hill due to a guest issue.",33,9,121
1001348,2014-07-01,1,Patron suffered an injury from being jolted forward against the lap restraint as the car stopped or slowed very quickly midway through the ride course. Patron stated the operator did not physically check to make sure the restraint was tight against his body prior to launching the ride. Park records show that the ride was closed for maintenance due to reports of bloody noses. They found and replaced a faulty air pressure regulator for #1 trim break.,56,9,213
1003337,2014-07-02,1,Struck his nose on the back of the head of person sitting in seat 1,9,5,37
1008436,2014-07-03,1,Patron stated she stepped wrong off of the attraction during normal unload process.,0,0,6
1005062,2014-07-04,1,Patron was riding with her father. Father states that his daughter's back and neck began to hurt when the ride first began going upside down on the loop.,11,1,105
1001204,2014-07-04,1,Car did not catch chain dog - abrupt stop.,57,14,231
1008439,2014-07-05,1,"When ride stopped, chain was unlocked and child jumped down, falling to the ground and cutting her chin.",1,0,246
1003344,2014-07-05,1,Neck and back pain after riding,9,1,156
1003325,2014-07-05,1,Guest was struck on the right side of his face near his right eye by a phone while riding,9,10,75
1001263,2014-07-05,1,hit leg,58,20,72
1006024,2014-07-06,1,Incident not described,35,13,247
1008447,2014-07-07,1,Patron stated she felt dizzy after riding. Normal ride operation.,0,2,16
1008444,2014-07-07,4,4 patrons were transported to the hospital when the ride went 10-7 / 10-35 due to a tree falling into the track area. Patrons were evacuated off the train by Fire Dept. personnel.,3,23,93
1008199,2014-07-07,1,"Patron's aunt states the child was running to get on the ride when he tripped on a piece of metal that was sticking out, causing him to hit his chin. The ride has designated markers on the ground that display the proper path. The 3yo child did not follow this path and went in the way of the metal bars, causing him to fall.",13,0,99
1005143,2014-07-07,1,Patron attempted to slow down the ride by placing his right knee against the underside of the turn wheel. This caused his leg to become caught under the turn wheel.,11,18,59
1005125,2014-07-07,1,Patron hit the right side of his head while riding the coaster.,11,4,80
1003747,2014-07-07,2,"Two patrons (31yo female, 47yo male) stated that their lap bar came up during ride injuring their lower backs. Both transported to hospital.",37,14,84
1003074,2014-07-09,1,As the ride ended the operator opened the bar for her and her fingers were pinched. She had placed her fingers onto the fiberglass and kept them there while the operator was opening the bar. She was on the inside seat and it was her left middle finger,18,6,143
1008451,2014-07-10,1,"When the ride came to an end, the child got his right thumb stuck in a hinge of the safety cage.",1,6,143
1008457,2014-07-11,1,Patron misjudged step coming out of ride and hurt right ankle when exiting ride. History of right ankle injury (had a brace on at time of injury).,1,0,48
1008459,2014-07-12,1,Patron stated he had chest pain and shortness of breath after riding.,0,1,2
1008198,2014-07-12,1,"Patron completed the ride. While getting off, the patron suffered a seizure. Park states that patron is a diabetic with history of seizures.",8,3,55
1006037,2014-07-13,1,Patron got her foot stuck while loading onto the ride.,29,0,214
1006036,2014-07-13,1,Patron's friend states she hit her head while riding.,29,4,116
1008464,2014-07-14,1,Patron felt pain in right side during a turn.,1,1,7
1006038,2014-07-14,1,Patron was loading onto ride when he lost his balance and fell into the plastic part of the ride seat.,35,0,143
1003739,2014-07-16,1,Seat belt came loose during ride cycle pt was tossed in boat,28,8,84
1008469,2014-07-17,1,Patron stated she had neck and back pain after the raft stopped during the ride.,0,9,10
1001639,2014-07-17,1,During ride cycle struck left side of head on shoulder restraint,32,4,196
1001262,2014-07-17,1,hit knee on cart,58,4,51
1008472,2014-07-18,1,"Patron states that while she was walking down the exit path, she began to have shortness of breath. She made it to the midway outside of the ride entrance, where she sat on a bench. Medics were called.",1,2,8
1006045,2014-07-18,1,Patron was in the queue when she experienced syncopal episode. She struck her head on the queue railing and concrete walkway.,33,11,213
1008473,2014-07-19,1,"Patron states that when the ride stopped, the shoulder harness released, she stepped down and lost her footing. She fell to the ground, hitting her forehead.",1,0,98
1006048,2014-07-19,1,Patron's family states she was in the queue and experienced a syncopal episode.,33,2,213
1008478,2014-07-20,1,Patron stated he had chest pain after riding.,0,1,2
1008477,2014-07-20,1,Patron stated he had stomach pain after riding.,0,1,10
1008476,2014-07-20,1,"During the loading process, patron was instructed to slide to her left. While doing so, the other guest entering the same row pulled the lap bar down, catching her left knee.",2,6,4
1004545,2014-07-20,1,"Patron was stepping out of glider which shifted and she stumbled to ground, landing on right wrist and elbow.",21,0,39
1008480,2014-07-21,1,Patron stated she began to feel low back pain at the point when the vehicle was backing into the home position.,2,1,15
1008479,2014-07-21,1,Patron injured foot on unloading platform.,6,0,248
1006056,2014-07-21,1,Patron hit his head while boarding the ride.,49,0,240
1008485,2014-07-22,1,Patron stated he hurt his left knee during the ride.,0,1,2
1008483,2014-07-22,1,Patron injured finger on lap bar.,6,4,89
1006057,2014-07-22,1,Patron was exiting the car on the ride when the ride operator pulled the lap bar down on top of her left wrist.,40,6,249
1003376,2014-07-22,1,Incident not described,16,13,250
1008487,2014-07-23,1,Patron got off the ride with headache.,6,1,21
1008486,2014-07-23,1,Patron was riding the attraction when the lift had a fault and the raft she was in came to rest at the bottom of the lift that brings the raft back into station.,3,19,10
1006060,2014-07-23,1,Patron fell forward off ride and received a laceration.,49,15,164
1003073,2014-07-23,1,"Patron was riding the Flitzer with her friend. At the end of the ride, when the brakes went off, she slid forward and hit her head on the front of the car.",18,9,251
1006063,2014-07-24,1,Late report from attorney representing person who claimed injury on this ride. No other information was provided in letter.,33,13,174
1008189,2014-07-25,1,"As patron was attempting to exit the ride vehicle, she fell face-first onto the ground.",13,0,78
1008188,2014-07-25,1,"At some point during the ride, patron had her head jolted back to the headrest. As a result of the impact, the patron started feeling dizzy and nauseous. Patron was on medication that may have affected her ability to keep her head upright.",8,4,132
1003097,2014-07-25,1,"Loading tilt a whirl, guest was running fell and cut head",59,0,26
1008792,2014-07-26,1,"Mother states that when her daughter got off the ride, she fell to the ground, hurting her knees and elbows.",1,0,98
1008492,2014-07-26,1,Patron stated she had a seizure while on the attraction.,0,3,2
1003753,2014-07-26,1,Jossled by ride,37,1,1
1001203,2014-07-26,3,Car did not catch chain dog - abrupt stop.,57,14,231
1008496,2014-07-27,1,"The ride encountered a ride stop immediately after dispatch. After waiting to be evacuated from the ride, the patron complained of pain to her legs.",4,23,57
1008495,2014-07-27,1,Patron stated he felt lower groin pain which started during the loop on the attraction.,0,1,2
1008494,2014-07-27,1,Patron struck head after the drop.,1,9,37
1008184,2014-07-27,1,"Patron stated the bumps on the ride caused some skin on his toe to be ripped off.  Report states that portions of the walking surface are equipped with slightly raised grip lines to reduce slipping. With the patron wearing flip flops, injury can occur when the exposed toe makes contact against the grip material.",13,0,210
1003083,2014-07-27,1,"Operator instructed patron to remove her hands from the lap bar in seat #2 at the end of the ride. &nbsp;Patron thought the lap bar was stuck and put her hands back on the lap bar. &nbsp;At that time, the operator opened the lap but which caused patron's middle finger on her right hand to be pinched in the hinge of the lap bar.",18,6,51
1008505,2014-07-28,1,Patron felt knee pain after riding.,6,1,160
1008504,2014-07-28,1,Patron had a seizure approximately 10 minutes after riding. No history of seizures.,1,3,37
1008503,2014-07-28,1,Patron complained of left shoulder pain after striking his shoulder on the harness during the first drop.,1,4,92
1008500,2014-07-28,1,Patron struck right knee on the front of the car.,1,4,81
1008497,2014-07-28,1,Patron's head scarf tangled while ride was in motion.,4,18,228
1008509,2014-07-30,1,"Upon exiting the ride, patron was found to be dizzy and nauseous, vomiting once at the unload area. Paramedics were called and patron was transported to local hospital.",2,2,49
1008508,2014-07-30,1,Mother called to report that her son had metal fly into his left eye.,1,10,81
1003078,2014-07-30,1,At the end of the ride the seat landed on patron's foot.,18,18,43
1008510,2014-07-31,1,Patron stated he tripped and fell while entering through the gate.,0,0,91
1003000,2014-07-31,1,patron states he hit tooth on safety harness,36,4,78
1008183,2014-08-01,1,"Patron was stepping out of the ride. However, the ride was still in motion and was rotating at the time the patron put his foot down. Patron stated he thought the ride was over and everyone could get out.",13,20,182
1003057,2014-08-01,1,Guest was standing on the inside row between two holes when the carousel ring operator started to dispense the brass rings. &nbsp;Guest moved to outside to try to grab the rings. As she reached out she fell off of the ride.,47,15,137
1008514,2014-08-02,1,Patron hit tooth on the ride.,1,4,144
1008513,2014-08-02,1,Patron claims he hit his hand on wood while riding.,1,20,7
1006084,2014-08-02,1,Patron's aunt took her to first aid and reported she wasn't acting normal. She was vomiting and reports hitting her left temple on the bar. She also reports having a concussion in the past.,29,4,116
1006080,2014-08-02,1,Patron struck her nose on the lap bar when her boat was entering the splash pool.,33,4,176
1006079,2014-08-02,1,"While riding the red tower, he felt a pop in his shoulder.",33,1,215
1008518,2014-08-03,1,"Patron was entering ride and tripped, falling forward.",4,0,65
1002986,2014-08-03,1,Guest inured knee exiting ride,36,13,120
1008519,2014-08-04,1,Patron stated she experienced severe neck pain while riding the attraction.,0,1,2
1001756,2014-08-04,1,Patron complained of severe headache after riding. Transported to local medical facility and then transferred to another hospital for surgery.,42,1,37
1008520,2014-08-06,1,Patron got off ride and had a seizure. History of seizures.,1,3,92
1008527,2014-08-07,1,Patron stated she felt pain in her underarm region when her arm pressed against the lap bar during the dead-end portion of the attraction. She recently had surgery in that area and still had sutures in place.,2,1,49
1008525,2014-08-07,1,Patron states that he felt pain on the left side of his chest due to the ride restraint.,1,7,1
1008523,2014-08-07,1,Patron stated he experienced dizziness and low blood pressure after riding the attraction.,0,2,3
1008529,2014-08-08,1,Patron stated she experienced a headache and dizziness after riding.,0,1,2
1006092,2014-08-08,1,Patron states she was stung on her left eyelid while waiting in the queue line.,33,10,207
1006091,2014-08-08,1,"While riding bumper cars, the motor fell out and fell onto the patron's left foot.",48,14,204
1008178,2014-08-09,1,Patron was attempting to board the ride when she fell climbing into the ride. She fell backwards and hit her head on the ground. She was wearing flip flops.,13,0,252
1008177,2014-08-09,1,"While sitting on the chair, the lap bar slipped and pinched her left thumb.",10,6,189
1003774,2014-08-09,1,Caught foot on a bolt,37,18,216
1003023,2014-08-09,1,Guest stepped on the space betweem the platform and the boat of the ride,36,18,72
1008593,2014-08-10,1,Patron stated he experienced a collapsed left lung after riding.,0,2,2
1008532,2014-08-10,1,"Patron states that while riding, he struck his ribs twice.",1,4,7
1008470,2014-08-10,1,"While child was getting off the ride, he jumped out and fell to the ground.",1,0,67
1000168,2014-08-10,1,39 year old male patron impacted the tower when a gust of wind blew the east cable around the tower.,26,14,149
1003326,2014-08-11,1,Neck pain after riding,9,1,75
1003024,2014-08-11,1,Guest was on Sea Dragon and had a asthma attack on the ride,36,2,72
1006104,2014-08-12,1,Patron states there was a jerking motion while riding.,29,1,3
1006110,2014-08-13,1,Camp nurse states that patron said the ride whipped her head.,33,1,73
1006116,2014-08-14,1,"While waiting in line, the patron experienced a personal medical issue.",33,2,1
1008541,2014-08-15,1,Patorn stated she experienced severe headaches and dizziness after riding.,0,1,0
1008547,2014-08-16,1,Patron injured knee while entering through the air gates.,6,11,89
1008545,2014-08-16,1,"Patron stated to the ride operator that she felt dizzy. She then fell to the ground face-first, injuring her nose.",1,0,134
1008544,2014-08-16,1,Patron stated he injured his right shoulder prior to the last drop.,0,1,10
1008543,2014-08-16,1,"Patron became hypothermic and dehydrated after riding several attractions, ending with this one.",0,2,16
1006125,2014-08-16,1,"Patron states when she picked her daughter up from the seat, she bumped her chin on the ride.",35,0,247
1006120,2014-08-16,1,Patron was getting off the ride and misstepped. She fell and experienced pain in her lower back.,33,0,62
1006119,2014-08-16,1,"As patron was getting out of his seat during the unloading process, he felt a shart pain in the back of the left side of his neck.",33,1,1
1003387,2014-08-16,1,Patron reportedly bumped the back of her head on the back seat of ride. &nbsp;,16,4,164
1006128,2014-08-17,1,Patron states she was getting off the ride when she experienced neck pain with any movement. States she held her head tight against the headrest during the ride.,33,1,73
1006131,2014-08-18,1,Patron tripped while running up the platform steps and bumped her head on the bottom of the seat.,34,0,145
1003820,2014-08-18,1,The swing in front of her hit her head while getting off the ride,37,0,246
1003334,2014-08-18,1,Pain to left shoulder after riding. &nbsp;Picture shows guest had improper posture for riding. Guest stated he had previous injuries to left shoulder,9,1,18
1008546,2014-08-19,1,"Patron states that while on the coaster, she struck her right knee on the lap bar.",1,4,7
1003805,2014-08-19,1,Caught thumb in the lap bar,37,6,45
1006136,2014-08-20,1,Patron was walking down the exit stairs and slipped and fell.,33,11,97
1006134,2014-08-20,1,"Patron stated as he sat down in the ride vehicle, he was leaning forward and the person he was riding with pulled down the safety bar, hitting the back of his head.",34,6,235
1008172,2014-08-23,1,"Patron was riding, but was not seated properly. During the ride, she struck her knee on the center ring of the boat. Patron's feet were on the center ring (handle) instead of being flat on the floor. Another person in the raft had his feet on top of her legs.",8,4,10
1006139,2014-08-23,1,Patron's family states that she was walking down the ramp to exit the ride area when she slipped and hyperextended her ankle.,33,11,174
1006138,2014-08-23,1,Patron states that the lapbar was pushed down extra hard and he is now experiencing discomfort that is getting worse and making it difficult to walk.,29,7,116
1008169,2014-08-24,1,Patron was riding when she hit her head on the side of the seat.,8,4,10
1006141,2014-08-24,1,"Patron phoned in a late report. She stated that she rode with her son. While their car was spinning, she struck the back of her neck against the back of the carrier.",33,4,113
1003342,2014-08-24,1,"Patient stated that she struck her left knee and lower leg on the train during the ride., when she states the lap bar opened",9,4,3
1008168,2014-08-25,1,"Patron was aboard the ride turning the steering wheel. At this moment, her wedding ring happened to make contact against her thigh.",13,10,253
1003002,2014-08-25,1,Guest was exiting the ride and closed the trucks door on her finger. &nbsp;,36,18,212
1002950,2014-08-26,1,"The subject's family stopped a mechanic on the midway in front of the ride. The subjects stated that their mother was on the ride, has a heart condition and they thought she was in medical distress. The ride was immediately stopped and the subject was removed from her seat by her family.",50,2,254
1008553,2014-08-27,1,Patron had seizure while on the ride. She has history of seizures.,4,3,10
1008556,2014-08-30,1,Patron states she has a history of heart problems. She felt chest pain while riding.,1,1,91
1008167,2014-08-30,1,"Patron rode on train 1, row 2, seat 3.  Then he rode again on train 2, row 1, seat 2. He complained of severe neck pain after the second ride.",10,1,66
1006158,2014-08-31,1,Patron states that she jolted her neck on the ride.,33,1,121
1008559,2014-09-01,1,"While getting off the ride, the patron injured her left foot/ankle.",1,0,72
1006161,2014-09-06,1,Patron was stepping off the carousel and hit her toe on something.,48,0,255
1003280,2014-09-06,1,"Patron's shoes were wet while going through device. When he went over the Rollie floor he slipped and fell, bumping his forehead. &nbsp;",47,17,256
1008572,2014-09-08,1,Patron stated she struck her back on the seat when the vehicle reached the top of the loop.,0,4,2
1008573,2014-09-10,1,"After the final drop, the patron indicated neck pain.",2,1,4
1008576,2014-09-13,1,"Attorney notified park that the patron reported dizziness, blurred vision, difficulty walking and bad headache after riding the attraction 2 weeks prior. She did not notify park at the time. Two days later, she sought medical care.",3,4,9
1006162,2014-09-13,1,"Patron reported (3 days after) that while entering a ride car, she stepped back out of the car, tripped and fell.",34,0,155
1008582,2014-09-19,1,"Stepping into log, patron slipped.",1,0,37
1008590,2014-09-20,0,"A maintenance technician manually released a vehicle which was loaded with guests from Brake one into an empty vehcile that was stopped in Brake two. The technician figured out that he made a mistake, and when the loaded vehicle went into motion, he then released the vehicle in Zone Two. The two vehicles struck each other and became stuck in Brake Three. At that time, the park manager called 911. The fire department evacuated four patrons from the loaded car without incident.",5,12,177
1006166,2014-09-20,1,"Patron was riding with her son. They were in one cart and attempted to move to another after seeing a spider. As they began moving toward another cart, the ride started. The patron was able to push her son out of the way, but the movement of the ride made her fall.",29,16,26
1001759,2014-09-20,1,Patron complained of nausea and racing heart after riding.,42,2,194
1008623,2014-09-22,1,"Patron stated she did not lift her foot high enough while exiting the car, causing her to trip and fall.",0,0,3
1006167,2014-09-26,1,"Patron states that as she was unloading from the green tower, she began to experience a personal medical issue.",33,2,257
1008592,2014-09-27,1,"Patron stated that when the ride went in reverse, she struck her chest region against the lap bar and felt pain.",2,4,49
1005787,2014-09-27,1,"After handing her cell phone to someone not on the ride she ran to get into the bucket, tripping, falling on the deck, cutting &nbsp;her left leg just below knee on the metal platform.",60,0,26
1003740,2014-09-27,1,Sudden movement of ride,28,9,3
1005789,2014-09-28,1,"While operating the Ferris Wheel, operator leaned in and was struck by bucket guide.",60,16,258
1008595,2014-10-02,0,"State officials inspected the wheel after an incident where 45 patrons were evacuated. The wheel went down at 4:03, evacuation completed at 5:45. The e-stop is activated during each load/unload for each set of 3 gondolas, and there are 24 gondolas. The e-stop is not a power disconnect. After several attempts to reset the ride, a determination was made to evacuate patrons by manually rotating the ride. Hydraulic tensioners were released puling drive tires 1 and 4 away from the wheel drive rim. Hydraulic tensioners for Drives 2 and 3 were manually operated to provide braking as the wheel was manually pulled into position for unloading each set of 3 gondolas.",0,14,16
1006170,2014-10-02,1,"Patron states that she was waiting in line when another person began allowing other people to enter in line in front of her. When the patron confronted the other person about the line jumping, a physical altercation ensued between the two.",33,11,244
1008599,2014-10-04,1,Patron stated she had back pain while on the attraction.,0,1,2
1008598,2014-10-04,1,"Patron states after riding the coaster, her right sandal got stuck and she twisted her ankle in the process, bumping her toes.",1,0,7
1006171,2014-10-05,1,"Patron entered main first and states that when he was exiting the ride, he tripped and fell on the platform (slanted).",35,0,26
1008603,2014-10-06,1,"Patron states that she was riding on the log ride and on the first drop, she hurt her ribs and pulled a muscle.",1,9,37
1008607,2014-10-08,1,Patron stated she felt pain in her back after riding.,0,1,3
1008606,2014-10-08,1,"When the ride was over, the patron's friend noticed she was sweating and pale. She was not responding to her friend and began to shake. She has pre-existing history of diabetes and seizures.",1,3,1
1008609,2014-10-09,1,"Patron states that while riding, she bumped her head and back at the end of the ride.",1,4,81
1008608,2014-10-09,1,"Two hours after riding, patron went to first aid. She asked to be sent to the hospital due to pain in neck and back.",2,1,4
1008610,2014-10-10,1,Patron felt pain in lower back while riding.,1,1,18
1006175,2014-10-18,1,"Patron was riding the coaster when the carrier came into the station, but stopped short of the unloading area. Patron put his left foot out, thinking it was time to get off, but the train began to move again causing his foot to get stuck between the train car and the station rail. A guest (first responder) assisted the child in freeing his foot and controlled the bleeding until park EMS arrived.",29,18,121
1005084,2014-10-18,1,3yo girl got her hand caught between the tire and body of the car while the ride was in operation.,17,18,259
1006177,2014-10-24,1,"While her brother was getting on the ride, the lap bar struck her on the forehead.",33,6,260
1008162,2014-10-25,1,Patron claimed the seat hit her back and left side of her back was in pain. Regulators noted that seats hang independently from long chains with no installed measures to keep their motions settled. Ride was operating normally.,10,12,142
1006179,2014-10-25,1,Patron fell while getting off the attraction and struck back of head.,49,0,169
1008615,2014-10-27,1,Patron stated the lap bar caused severe stomach pain. She had stomach surgery 9 weeks prior.,0,1,3
1008617,2014-10-28,1,Patron stated she had chest and stomach pain before riding; it got worse after the ride. She takes medicine that can cause upset stomach.,0,1,2
1008620,2014-10-29,1,"Patron slipped and fell while entering the vehicle, hitting his mouth.",0,0,10
1003338,2014-11-01,1,Seizure like activity after riding.,9,3,261
1008633,2014-11-02,1,"After stepping out of the ride vehicle, the bench lid fell on his leg.",1,0,8
1008621,2014-11-02,1,Patron dislocated her right elbow while turning the wheel during the ride. She has a history of prior elbow dislocations.,0,24,91
1008628,2014-11-08,1,"After riding, patron reported right shoulder pain that went under her arm to her chest.",1,1,7
1008627,2014-11-08,1,Patron stood up on the boat seat to exit at unload and felt pain in left knee. Patron did not indicate that the ride had any correlation to her knee pain.,2,0,4
1008626,2014-11-08,1,Patron stated she hit her right eyebrow against the seat while on the attraction.,0,4,10
1008631,2014-11-09,1,Child's left arm injured by lap bar during the ride cycle.,6,4,108
1008630,2014-11-09,1,Patron stated she hit her back on the back seat bar when going down the drop.,0,4,10
1008634,2014-11-11,1,Patron stated she experienced neck pain after riding.,0,1,2
1008637,2014-11-15,1,"Patron complained of left shoulder pain, starting after she exited the ride. She has history of hypertension and diabetes.",3,1,20
1006185,2014-11-18,1,Patron reports hitting the back of her head on a bar behind her headrest.,29,4,116
1008640,2014-11-23,1,"While getting off the ride, patron's left foot fell through the crack between the ride and the dock.",1,18,18
1003379,2014-11-30,1,"Parent stated that ride attendent unbuckled seat belt and child fell off horse onto her side and back. &nbsp;Father was with both of his children on the ride at time of incident. He was on center row of horses, other child was on inside row of horses. Ride was over and not running at time of incident.",16,0,203
1008644,2014-12-07,1,Patron stated she felt vertigo after riding the attraction.,0,2,3
1006193,2014-12-14,1,"Mother called to report injury her daughter sustained on claw. After riding the attraction twice, child had a headache, but reports she didn't hit her head on anything. When headache persisted, they sought medical care.",29,1,34
1008648,2014-12-17,1,Patron contacted the park 3 weeks later to report an injury. She states that she experienced neck pain after ridin gthe attraction.,2,1,49
1008651,2014-12-19,1,Patron stated she experienced chest pain after riding.,0,1,2
1008652,2014-12-20,1,"After the ride ended, the child jumped off of the seat and fell onto her left arm.",1,0,67
1008653,2014-12-21,1,"While exiting the ride, patron tripped and struck her head against the wall.",1,0,81
1006197,2014-12-21,1,Father states that his son was getting onto the ride and bumped his chin on the outside of the ride.,35,0,26
1008654,2014-12-22,1,Patron ran into airplane wing in an attempt to board the ride.,6,0,262
1008656,2014-12-23,1,"Patron was helping her daughter into the ride vehicle, lost her balance and fell.",6,0,262
1008662,2014-12-28,1,Patron was coming down steep drop when he opened his mouth and felt a bee sting the back of his throat,4,10,57
1008661,2014-12-28,1,Patron stated she had a severe headache after riding.,0,1,3
1008770,2014-12-31,1,Father claims child's right knee was outside the lap bar for the duration of the ride.,6,18,108
1008758,2015-01-01,1,Patron walked sideways into first aid and said she thought her left hip was out of joint. She stated she was getting off the ride when she felt a pop in her left hip and lower back. She then rode a wooden coaster before coming to first aid. First aid personnel reported signs of intoxication.,13,24,68
1008763,2015-01-12,1,"Mother stated her son ran to a sea creature and in his haste, fell, hitting his face on it.",0,0,6
1008764,2015-01-13,1,"Patron rode three attractions at the park, and states that she is prone to motion sickness. After riding this attraction, she felt dizzy and nauseous.",2,2,114
1009015,2015-01-17,1,"During the ride the patron stated she hit her head against the metal bar adjacent to her, which caused her to black out for a short period.",0,4,10
1008768,2015-01-18,1,"During a drop and after a left turn, that patron struck her body against the seat.",1,4,7
1008757,2015-01-18,1,Patron had a seizure after getting off the ride. History of seizures.,8,3,24
1008767,2015-01-24,1,Patron injured his left shin by striking against the seat and the door.,1,4,144
1008756,2015-01-25,1,Patron suffered a seizure at the end of the ride's cycle as it came back into the station.,8,3,55
1008769,2015-01-27,1,Patron stated the harness jiggled while she was on the attraction and she felt a severe headache after riding.,0,1,2
1008784,2015-01-31,1,"Patron stated after the loop, he was holding his right eye.",0,4,2
1008773,2015-02-01,1,Patron reported chest discomfort which began while inside the attraction. Patron had just come from a 16 hr airplane flight from Qatar. She stated she was a physician and requested transport to the hospital.,2,1,170
1008988,2015-02-04,1,"Patron stated she felt the boat landed hard at the bottom of the second ddrop, causing mild buttocks muscle pain. Patron was not seen in first aid, but went to her personal physician about two months later for persistent pain; received corisone shots and xrays.",0,9,0
1008776,2015-02-14,1,Number 4 car came to an abrupt stop causing number 5 car to hit number 4. Child hit his nose on the front windshield of number 4.,0,12,205
1008779,2015-02-15,1,"After getting off the ride, the patron noticed a nose bleed that would not stop.  Appeared to be spontaneous (i.e., no impact).",1,2,164
1008778,2015-02-15,1,"When the gates closed at the loading dock, the patron got her knee stuck between the two gates. The operator activated the open function, the immediately closed them. The operator was retrained.",1,18,81
1008783,2015-02-16,1,Patron misjudged the step and landed on her back on the platform next to a horse. She has a history of back trauma.,3,0,263
1008800,2015-02-22,2,"Patron stated he and his wife experienced back, neck and hip pain during an evacuation when the attraction came to a stop on the launch hill.",0,23,2
1008787,2015-02-22,1,"While exiting ride, patron slipped and fell.",1,0,48
1008790,2015-02-26,1,Patron stated he rode the attraction and felt nauseated with chest pains. He has a prescription for Nitroglycerin.,0,2,3
1008791,2015-03-03,1,"Patron stated she ate a friend's cookie that may have been tainted with an unidentified substance. One hour later, while waiting in line fo the attraction, she started to fall ill. By the time she went on the ride, she felt disoriented and had heart palpitations.",0,2,0
1008804,2015-03-05,1,Parent sent letter to park stating that their daughter was hurt while riding 10 days earlier. They state she hurt her arm.,1,13,134
1008794,2015-03-06,1,"Mother states that when child was on the ride, her eyes looked as if they were going back and was looking up to breathe. States that this occurred while at school.",1,3,48
1008797,2015-03-09,1,"While climbing off the ride, the patron's foot got caught and he fell.",1,0,264
1008802,2015-03-14,1,Patron states that while riding they hit their head and may have a concussion.,1,4,7
1008806,2015-03-17,1,"Patron stated that after exiting the attraction, she experienced a migraine headache. History of migraines.",0,2,0
1008809,2015-03-19,1,"While walking toward the cubby, the patron's foot got stuck and her leg twisted, causing her to fall to the ground. Patron had a previous injury to her knee.",1,0,11
1008808,2015-03-19,1,Patron complained of general knee pain in right knee after removing his left foot from under the lap bar.,6,1,160
1008812,2015-03-21,1,"While getting into the vehicle, patron had not yet sat down and the operator advanced the train. The patron fell back into a sitting position hard.",1,25,8
1008755,2015-03-21,1,"Mother states that while her daughter was riding the coaster, there was a severe jolt, causing patron to slam her face into the bar on the backrest of the seat in front of her.",13,9,29
1008814,2015-03-22,1,Patron contacted park to report that her husband's arm was injured while riding when the lap bar was pushed down.,6,6,89
1008813,2015-03-22,1,Patron stated she felt pain in the left side of her neck while inside the attraction. She recently had neck surgery which involved putting a rod and pins in her neck.,2,1,170
1008815,2015-03-24,1,Attraction was stopped. Patron experienced claustrophobia with over-the-shoulder harness across her chest and had a panic attack.,0,2,2
1008816,2015-03-25,1,"Patron states that when the ride came to a stop, she stepped off the ride with her right leg, started to fall, reached out with her right hand, struck her right index finger on the guard rail, and fell to the ground, hitting the right side of her face on the ground.",1,0,138
1008817,2015-03-26,1,"Park investigation shows that the patron's party entered the ride vehicle normally, ride operator closed door, then re-opened the door and the guest appeared to move in her seat. The ride operator intereacted with the patron, she advised that she was okay. The ride operator then recloses the door and the party completed the ride cycle. After exiting the attraction area, the patron told another ride operator that she had pain in her hand. Paramedics were called and no significant signs of injury were observed, but she asked to be sent to the hospital.",2,13,15
1008837,2015-03-28,1,Patron phoned the park a week later to report that she injured her back while riding the coaster.,1,1,7
1008826,2015-03-28,1,Patron stated she was exiting through the attraction vehicle and her foot caught on something and she fell onto her knees.,0,0,89
1008821,2015-03-28,1,"Patron walked backwards in ride envelope while trying to take a photo, tripped over model base and landed on left wrist.",6,0,265
1008820,2015-03-28,1,"Patron states that while going down a drop, he went forward and hit his face on the metal safety bar, hitting his mouth.",1,4,7
1008819,2015-03-28,1,"Patron stated he has history of a collapsed lung. After riding, he stated he was experiencing shortness of breath.",0,2,2
1008754,2015-03-28,1,"The ride was near the end of the cycle and the boy tried to exit his seat approximately 5 feet from the ground, before the ride came to a stop.",10,15,142
1008753,2015-03-28,1,One of the trains rear-ended the other one while the second train was stopped at one of the stations to load or unload passengers. Patron was sitting in the front row of the second car. She was sitting sideways.,27,12,103
1008823,2015-03-29,1,"While exiting the ride, the patron received a laceration to right index finger.",1,6,143
1008824,2015-03-30,1,"Child was following his father, who was loading into the first row of the second boat. The gates started to close, pinning his head in the gate.",4,18,57
